5,0.001,0.0,0.761,0.226,0.003,0.0,0.009
6,0.001,0.0,0.761,0.226,0.003,0.0,0.009
7,0.001,0.0,0.761,0.226,0.003,0.0,0.009
8,0.001,0.0,0.761,0.226,0.003,0.0,0.009
9,0.001,0.0,0.761,0.226,0.003,0.0,0.009
50,0.002,0.0,0.8,0.187,0.002,0.0,0.009
51,0.002,0.0,0.8,0.187,0.002,0.0,0.009
52,0.002,0.0,0.8,0.187,0.002,0.0,0.009
53,0.002,0.0,0.8,0.187,0.002,0.0,0.009
54,0.002,0.0,0.8,0.187,0.002,0.0,0.009
10,0.0,0.0,0.79,0.2,0.003,0.0,0.006
11,0.0,0.0,0.79,0.2,0.003,0.0,0.006
12,0.0,0.0,0.79,0.2,0.003,0.0,0.006
13,0.0,0.0,0.79,0.2,0.003,0.0,0.006
14,0.0,0.0,0.79,0.2,0.003,0.0,0.006
55,0.0,0.0,0.708,0.148,0.116,0.0,0.027
56,0.0,0.0,0.708,0.148,0.116,0.0,0.027
57,0.0,0.0,0.708,0.148,0.116,0.0,0.027
58,0.0,0.0,0.708,0.148,0.116,0.0,0.027
59,0.0,0.0,0.708,0.148,0.116,0.0,0.027
35,0.93,0.0,0.0,0.069,0.0,0.0,0.0
36,0.93,0.0,0.0,0.069,0.0,0.0,0.0
37,0.93,0.0,0.0,0.069,0.0,0.0,0.0
38,0.93,0.0,0.0,0.069,0.0,0.0,0.0
39,0.93,0.0,0.0,0.069,0.0,0.0,0.0
15,0.185,0.0,0.008,0.794,0.013,0.0,0.0
16,0.185,0.0,0.008,0.794,0.013,0.0,0.0
17,0.185,0.0,0.008,0.794,0.013,0.0,0.0
18,0.185,0.0,0.008,0.794,0.013,0.0,0.0
19,0.185,0.0,0.008,0.794,0.013,0.0,0.0
45,0.577,0.0,0.053,0.36,0.01,0.0,0.001
46,0.577,0.0,0.053,0.36,0.01,0.0,0.001
47,0.577,0.0,0.053,0.36,0.01,0.0,0.001
48,0.577,0.0,0.053,0.36,0.01,0.0,0.001
49,0.577,0.0,0.053,0.36,0.01,0.0,0.001
20,0.014,0.0,0.087,0.891,0.007,0.0,0.001
21,0.014,0.0,0.087,0.891,0.007,0.0,0.001
22,0.014,0.0,0.087,0.891,0.007,0.0,0.001
23,0.014,0.0,0.087,0.891,0.007,0.0,0.001
24,0.014,0.0,0.087,0.891,0.007,0.0,0.001
30,0.047,0.0,0.001,0.945,0.006,0.0,0.0
31,0.047,0.0,0.001,0.945,0.006,0.0,0.0
32,0.047,0.0,0.001,0.945,0.006,0.0,0.0
33,0.047,0.0,0.001,0.945,0.006,0.0,0.0
34,0.047,0.0,0.001,0.945,0.006,0.0,0.0
0,0.001,0.0,0.79,0.199,0.003,0.0,0.007
1,0.001,0.0,0.79,0.199,0.003,0.0,0.007
2,0.001,0.0,0.79,0.199,0.003,0.0,0.007
3,0.001,0.0,0.79,0.199,0.003,0.0,0.007
4,0.001,0.0,0.79,0.199,0.003,0.0,0.007
85,0.003,0.0,0.656,0.314,0.002,0.0,0.024
86,0.003,0.0,0.656,0.314,0.002,0.0,0.024
87,0.003,0.0,0.656,0.314,0.002,0.0,0.024
88,0.003,0.0,0.656,0.314,0.002,0.0,0.024
89,0.003,0.0,0.656,0.314,0.002,0.0,0.024
60,0.004,0.0,0.571,0.404,0.004,0.0,0.018
61,0.004,0.0,0.571,0.404,0.004,0.0,0.018
62,0.004,0.0,0.571,0.404,0.004,0.0,0.018
63,0.004,0.0,0.571,0.404,0.004,0.0,0.018
64,0.004,0.0,0.571,0.404,0.004,0.0,0.018
70,0.026,0.0,0.002,0.965,0.006,0.0,0.0
71,0.026,0.0,0.002,0.965,0.006,0.0,0.0
72,0.026,0.0,0.002,0.965,0.006,0.0,0.0
73,0.026,0.0,0.002,0.965,0.006,0.0,0.0
74,0.026,0.0,0.002,0.965,0.006,0.0,0.0
65,0.021,0.0,0.054,0.917,0.004,0.0,0.003
66,0.021,0.0,0.054,0.917,0.004,0.0,0.003
67,0.021,0.0,0.054,0.917,0.004,0.0,0.003
68,0.021,0.0,0.054,0.917,0.004,0.0,0.003
69,0.021,0.0,0.054,0.917,0.004,0.0,0.003
130,0.018,0.0,0.021,0.955,0.004,0.0,0.002
131,0.018,0.0,0.021,0.955,0.004,0.0,0.002
132,0.018,0.0,0.021,0.955,0.004,0.0,0.002
133,0.018,0.0,0.021,0.955,0.004,0.0,0.002
134,0.018,0.0,0.021,0.955,0.004,0.0,0.002
95,0.114,0.0,0.004,0.753,0.002,0.0,0.128
96,0.114,0.0,0.004,0.753,0.002,0.0,0.128
97,0.114,0.0,0.004,0.753,0.002,0.0,0.128
98,0.114,0.0,0.004,0.753,0.002,0.0,0.128
99,0.114,0.0,0.004,0.753,0.002,0.0,0.128
100,0.049,0.0,0.07,0.873,0.003,0.0,0.005
101,0.049,0.0,0.07,0.873,0.003,0.0,0.005
102,0.049,0.0,0.07,0.873,0.003,0.0,0.005
103,0.049,0.0,0.07,0.873,0.003,0.0,0.005
104,0.049,0.0,0.07,0.873,0.003,0.0,0.005
115,0.917,0.0,0.0,0.083,0.0,0.0,0.0
116,0.917,0.0,0.0,0.083,0.0,0.0,0.0
117,0.917,0.0,0.0,0.083,0.0,0.0,0.0
118,0.917,0.0,0.0,0.083,0.0,0.0,0.0
119,0.917,0.0,0.0,0.083,0.0,0.0,0.0
80,0.998,0.0,0.0,0.002,0.0,0.0,0.0
81,0.998,0.0,0.0,0.002,0.0,0.0,0.0
82,0.998,0.0,0.0,0.002,0.0,0.0,0.0
83,0.998,0.0,0.0,0.002,0.0,0.0,0.0
84,0.998,0.0,0.0,0.002,0.0,0.0,0.0
75,0.081,0.0,0.0,0.917,0.001,0.0,0.001
76,0.081,0.0,0.0,0.917,0.001,0.0,0.001
77,0.081,0.0,0.0,0.917,0.001,0.0,0.001
78,0.081,0.0,0.0,0.917,0.001,0.0,0.001
79,0.081,0.0,0.0,0.917,0.001,0.0,0.001
125,0.987,0.0,0.0,0.013,0.0,0.0,0.0
126,0.987,0.0,0.0,0.013,0.0,0.0,0.0
127,0.987,0.0,0.0,0.013,0.0,0.0,0.0
128,0.987,0.0,0.0,0.013,0.0,0.0,0.0
129,0.987,0.0,0.0,0.013,0.0,0.0,0.0
90,0.62,0.0,0.0,0.379,0.0,0.0,0.0
91,0.62,0.0,0.0,0.379,0.0,0.0,0.0
92,0.62,0.0,0.0,0.379,0.0,0.0,0.0
93,0.62,0.0,0.0,0.379,0.0,0.0,0.0
94,0.62,0.0,0.0,0.379,0.0,0.0,0.0
105,0.045,0.0,0.062,0.886,0.005,0.0,0.001
106,0.045,0.0,0.062,0.886,0.005,0.0,0.001
107,0.045,0.0,0.062,0.886,0.005,0.0,0.001
108,0.045,0.0,0.062,0.886,0.005,0.0,0.001
109,0.045,0.0,0.062,0.886,0.005,0.0,0.001
110,0.012,0.0,0.078,0.883,0.003,0.0,0.024
111,0.012,0.0,0.078,0.883,0.003,0.0,0.024
112,0.012,0.0,0.078,0.883,0.003,0.0,0.024
113,0.012,0.0,0.078,0.883,0.003,0.0,0.024
